交易序號,信用卡ID,客戶ID,刷卡日期,刷卡產品產業分類,刷卡類型,刷卡金額,刷卡地點
13265,17706,10121,10/14/11,03_保險,一般消費,826,國內
13266,17706,10121,10/14/11,03_保險,一般消費,1404,國內
13278,1431,5287,10/17/11,X2.中信錢加值,一般消費,500,國內
13282,7051,16697,10/17/11,14_旅遊,一般消費,999,國內
13283,7051,16697,10/17/11,13_交通(含加值),一般消費,9123,國內
13284,8143,131,10/17/11,13_交通(含加值),一般消費,1397,國內
13293,9556,17027,10/17/11,13_交通(含加值),一般消費,3024,國內
13298,10646,19639,10/17/11,13_交通(含加值),一般消費,1468,國內
13300,10976,2955,10/17/11,13_交通(含加值),一般消費,1492,國內
13306,11774,8032,10/17/11,13_交通(含加值),一般消費,1000,國內
13308,11921,17157,10/17/11,13_交通(含加值),一般消費,143,國內
13322,12797,19483,10/17/11,15_休閒文化,一般消費,480,國內
13323,12797,19483,10/17/11,13_交通(含加值),一般消費,2828,國內
13327,12989,3044,10/17/11,06_公用事業,一般消費,10,國內
13328,12989,3044,10/17/11,06_公用事業,一般消費,20,國內
13330,13327,605,10/17/11,06_公用事業,一般消費,10,國內
13331,13327,605,10/17/11,06_公用事業,一般消費,10,國內
13332,13327,605,10/17/11,06_公用事業,一般消費,15,國內
13333,13327,605,10/17/11,06_公用事業,一般消費,30,國內
13334,13327,605,10/17/11,06_公用事業,一般消費,130,國內
13335,13327,605,10/17/11,06_公用事業,一般消費,160,國內
13342,15180,920,10/17/11,13_交通(含加值),一般消費,1935,國內
13343,15489,12967,10/17/11,12_量販超市,一般消費,3078,國內
13346,16097,8927,10/17/11,12_量販超市,一般消費,1099,國內
13347,16097,8927,10/17/11,12_量販超市,一般消費,1497,國內
13354,17286,17586,10/17/11,12_量販超市,一般消費,1475,國內
13364,6448,15195,10/18/11,08_精品,一般消費,1200,國內
13365,6826,13687,10/18/11,12_量販超市,一般消費,2068,國內
13367,7051,16697,10/18/11,07_百貨,一般消費,480,國內
13368,7051,16697,10/18/11,07_百貨,一般消費,1500,國內
13371,9387,16756,10/18/11,15_休閒文化,一般消費,90,國外
13377,11774,8032,10/18/11,13_交通(含加值),一般消費,320,國內
13378,12077,6118,10/18/11,13_交通(含加值),一般消費,1755,國內
13380,12596,4493,10/18/11,13_交通(含加值),一般消費,1357,國內
13382,12989,3044,10/18/11,06_公用事業,一般消費,10,國內
13383,12989,3044,10/18/11,06_公用事業,一般消費,20,國內
13384,13327,605,10/18/11,06_公用事業,一般消費,10,國內
13385,13327,605,10/18/11,06_公用事業,一般消費,90,國內
13386,14636,13687,10/18/11,13_交通(含加值),一般消費,1000,國內
13398,17200,15353,10/18/11,10_藥妝,一般消費,550,國內
13402,17660,2762,10/18/11,12_量販超市,一般消費,266,國內
13409,814,7437,10/19/11,11_3C居家電信,一般消費,1724,國內
13415,7016,861,10/19/11,14_旅遊,一般消費,4950,國內
13420,9556,17027,10/19/11,13_交通(含加值),一般消費,1000,國內
13436,12989,3044,10/19/11,06_公用事業,一般消費,20,國內
13440,13327,605,10/19/11,06_公用事業,一般消費,30,國內
13441,13327,605,10/19/11,06_公用事業,一般消費,40,國內
13448,15130,5978,10/19/11,13_交通(含加值),一般消費,140,國內
13459,16814,6402,10/19/11,11_3C居家電信,一般消費,7000,國內
13465,17549,5969,10/19/11,15_休閒文化,一般消費,990,國內
13476,6826,13687,10/20/11,07_百貨,一般消費,3430,國內
13477,6826,13687,10/20/11,07_百貨,一般消費,3919,國內
13479,7016,861,10/20/11,14_旅遊,一般消費,3188,國內
13480,7016,861,10/20/11,08_精品,一般消費,10618,國外
13481,7051,16697,10/20/11,08_精品,一般消費,2412,國內
13482,7051,16697,10/20/11,08_精品,一般消費,3935,國內
13487,10205,13546,10/20/11,12_量販超市,一般消費,1908,國內
13490,11130,19504,10/20/11,08_精品,一般消費,1180,國內
13491,12077,6118,10/20/11,15_休閒文化,一般消費,1800,國內
13494,13327,605,10/20/11,06_公用事業,一般消費,15,國內
13496,14229,4210,10/20/11,12_量販超市,一般消費,1023,國內
13498,15250,6527,10/20/11,12_量販超市,一般消費,555,國內
13519,6619,19859,10/21/11,07_百貨,一般消費,198,國內
13529,12820,1896,10/21/11,13_交通(含加值),一般消費,500,國內
13532,13327,605,10/21/11,06_公用事業,一般消費,10,國內
13533,13327,605,10/21/11,06_公用事業,一般消費,30,國內
13534,13327,605,10/21/11,06_公用事業,一般消費,45,國內
13543,17200,15353,10/21/11,15_休閒文化,一般消費,1475,國內
13545,17549,5969,10/21/11,16_無店舖,分期消費,33180,國內
13548,18345,10699,10/21/11,06_公用事業,一般消費,1019,國內
13564,7016,861,10/24/11,08_精品,一般消費,17018,國外
13565,7016,861,10/24/11,14_旅遊,一般消費,27986,國外
13566,7016,861,10/24/11,08_精品,一般消費,41600,國外
13572,9387,16756,10/24/11,11_3C居家電信,一般消費,311,國外
13576,10102,6256,10/24/11,12_量販超市,一般消費,648,國內
13577,10102,6256,10/24/11,12_量販超市,一般消費,2150,國內
13578,10646,19639,10/24/11,13_交通(含加值),一般消費,1064,國內
13581,10976,2955,10/24/11,13_交通(含加值),一般消費,1467,國內
13583,11130,19504,10/24/11,10_藥妝,一般消費,1985,國外
13588,11921,17157,10/24/11,13_交通(含加值),一般消費,165,國內
13593,12125,17260,10/24/11,12_量販超市,一般消費,1261,國內
13596,12754,3405,10/24/11,13_交通(含加值),一般消費,826,國內
13597,12797,19483,10/24/11,10_藥妝,一般消費,1143,國內
13601,12989,3044,10/24/11,06_公用事業,一般消費,20,國內
13602,12989,3044,10/24/11,06_公用事業,一般消費,20,國內
13603,12989,3044,10/24/11,06_公用事業,一般消費,20,國內
13604,12989,3044,10/24/11,12_量販超市,一般消費,485,國內
13605,12989,3044,10/24/11,12_量販超市,一般消費,1554,國內
13606,13327,605,10/24/11,06_公用事業,一般消費,20,國內
13607,13327,605,10/24/11,06_公用事業,一般消費,20,國內
13608,13327,605,10/24/11,06_公用事業,一般消費,45,國內
13609,13327,605,10/24/11,06_公用事業,一般消費,120,國內
13611,14318,19859,10/24/11,07_百貨,一般消費,300,國內
13612,14554,89,10/24/11,12_量販超市,一般消費,630,國內
13629,17200,15353,10/24/11,13_交通(含加值),一般消費,903,國內
13631,17660,2762,10/24/11,11_3C居家電信,一般消費,2796,國內
13632,17706,10121,10/24/11,03_保險,一般消費,826,國內
13633,17706,10121,10/24/11,03_保險,一般消費,1404,國內
13638,18174,1747,10/24/11,03_保險,一般消費,1008,國內
13655,9625,4028,10/25/11,11_3C居家電信,一般消費,176,國內
13662,10740,17190,10/25/11,11_3C居家電信,一般消費,133,國內
13663,10740,17190,10/25/11,11_3C居家電信,一般消費,383,國內
13664,10740,17190,10/25/11,11_3C居家電信,一般消費,388,國內
13665,10740,17190,10/25/11,11_3C居家電信,一般消費,405,國內
13672,11921,17157,10/25/11,12_量販超市,一般消費,1500,國內
13681,12989,3044,10/25/11,06_公用事業,一般消費,20,國內
13685,13327,605,10/25/11,06_公用事業,一般消費,20,國內
13686,13327,605,10/25/11,06_公用事業,一般消費,30,國內
13687,13327,605,10/25/11,06_公用事業,一般消費,150,國內
13689,14411,1314,10/25/11,16_無店舖,分期消費,499,國內
13705,17495,13863,10/25/11,11_3C居家電信,一般消費,1260,國內
13706,17706,10121,10/25/11,12_量販超市,一般消費,722,國內
13717,6090,5286,10/26/11,09_餐飲,一般消費,1400,國內
13722,6448,15195,10/26/11,14_旅遊,一般消費,3029,國內
13723,6448,15195,10/26/11,07_百貨,一般消費,5584,國內
13725,6826,13687,10/26/11,12_量販超市,一般消費,2204,國內
13736,10102,6256,10/26/11,06_公用事業,一般消費,188,國內
13737,10102,6256,10/26/11,06_公用事業,一般消費,1571,國內
13740,10646,19639,10/26/11,15_休閒文化,一般消費,555,國內
13741,10646,19639,10/26/11,15_休閒文化,一般消費,1998,國內
13748,11130,19504,10/26/11,14_旅遊,一般消費,850,國內
13749,11130,19504,10/26/11,14_旅遊,一般消費,1550,國內
13756,12077,6118,10/26/11,13_交通(含加值),一般消費,1810,國內
13757,12125,17260,10/26/11,12_量販超市,一般消費,1959,國內
13761,12797,19483,10/26/11,14_旅遊,一般消費,1800,國內
13765,12989,3044,10/26/11,06_公用事業,一般消費,20,國內
13766,12989,3044,10/26/11,06_公用事業,一般消費,30,國內
13767,12989,3044,10/26/11,06_公用事業,一般消費,60,國內
13773,13327,605,10/26/11,06_公用事業,一般消費,20,國內
13774,13327,605,10/26/11,06_公用事業,一般消費,50,國內
13775,13327,605,10/26/11,06_公用事業,一般消費,210,國內
13788,17706,10121,10/26/11,15_休閒文化,一般消費,500,國內
13796,6619,19859,10/27/11,07_百貨,一般消費,198,國內
13801,7016,861,10/27/11,14_旅遊,一般消費,12200,國內
13803,7819,5425,10/27/11,09_餐飲,一般消費,580,國內
13804,8143,131,10/27/11,13_交通(含加值),一般消費,1036,國內
13807,10646,19639,10/27/11,09_餐飲,一般消費,1260,國內
13815,13174,9988,10/27/11,12_量販超市,一般消費,1712,國內
13817,14636,13687,10/27/11,13_交通(含加值),一般消費,1000,國內
13831,6826,13687,10/28/11,11_3C居家電信,一般消費,3490,國內
13833,8905,89,10/28/11,13_交通(含加值),一般消費,1565,國內
13838,11921,17157,10/28/11,13_交通(含加值),一般消費,270,國內
13842,12820,1896,10/28/11,13_交通(含加值),一般消費,500,國內
13843,12820,1896,10/28/11,13_交通(含加值),一般消費,500,國內
13848,14438,4819,10/28/11,13_交通(含加值),一般消費,105,國內
13849,14630,5020,10/28/11,12_量販超市,一般消費,546,國內
13859,17200,15353,10/28/11,11_3C居家電信,一般消費,1178,國內
13872,7051,16697,10/31/11,12_量販超市,一般消費,34557,國外
13878,8905,89,10/31/11,07_百貨,一般消費,155,國內
13879,8905,89,10/31/11,09_餐飲,一般消費,525,國內
13882,10646,19639,10/31/11,13_交通(含加值),一般消費,1281,國內
13884,11130,19504,10/31/11,07_百貨,一般消費,882,國內
13885,11167,14466,10/31/11,07_百貨,一般消費,940,國內
13886,11167,14466,10/31/11,07_百貨,一般消費,2999,國內
13887,11167,14466,10/31/11,07_百貨,一般消費,3001,國內
13907,12989,3044,10/31/11,06_公用事業,一般消費,10,國內
13908,12989,3044,10/31/11,06_公用事業,一般消費,10,國內
13909,12989,3044,10/31/11,06_公用事業,一般消費,10,國內
13910,12989,3044,10/31/11,06_公用事業,一般消費,20,國內
13911,12989,3044,10/31/11,06_公用事業,一般消費,20,國內
13914,13327,605,10/31/11,06_公用事業,一般消費,10,國內
13915,13327,605,10/31/11,06_公用事業,一般消費,10,國內
13916,13327,605,10/31/11,06_公用事業,一般消費,10,國內
13917,13327,605,10/31/11,06_公用事業,一般消費,150,國內
13921,14229,4210,10/31/11,12_量販超市,一般消費,1921,國內
13923,15130,5978,10/31/11,13_交通(含加值),一般消費,140,國內
13926,15489,12967,10/31/11,12_量販超市,一般消費,2746,國內
13929,15713,15195,10/31/11,12_量販超市,一般消費,7580,國內
13937,17706,10121,10/31/11,13_交通(含加值),一般消費,114,國內
13952,6826,13687,11/1/11,12_量販超市,一般消費,2075,國內
13961,12077,6118,11/1/11,09_餐飲,一般消費,2453,國內
13969,12989,3044,11/1/11,06_公用事業,一般消費,20,國內
13971,13327,605,11/1/11,06_公用事業,一般消費,10,國內
13972,13327,605,11/1/11,06_公用事業,一般消費,50,國內
13973,13327,605,11/1/11,06_公用事業,一般消費,80,國內
13975,14630,5020,11/1/11,09_餐飲,一般消費,789,國內
14002,6619,19859,11/2/11,12_量販超市,一般消費,510,國內
14003,7051,16697,11/2/11,09_餐飲,一般消費,1111,國內
14007,9556,17027,11/2/11,13_交通(含加值),一般消費,1380,國內
14008,10102,6256,11/2/11,14_旅遊,一般消費,10000,國內
14020,11921,17157,11/2/11,12_量販超市,一般消費,929,國內
14021,11921,17157,11/2/11,12_量販超市,一般消費,1300,國內
14027,12989,3044,11/2/11,06_公用事業,一般消費,20,國內
14028,13327,605,11/2/11,06_公用事業,一般消費,20,國內
14031,14240,15933,11/2/11,07_百貨,一般消費,990,國內
14033,14636,13687,11/2/11,13_交通(含加值),一般消費,1000,國內
14052,6126,8831,11/3/11,07_百貨,一般消費,9100,國內
14053,6448,15195,11/3/11,03_保險,一般消費,999,國內
14054,6619,19859,11/3/11,07_百貨,一般消費,1062,國內
14067,12077,6118,11/3/11,13_交通(含加值),一般消費,1680,國內
14068,12596,4493,11/3/11,13_交通(含加值),一般消費,1546,國內
14069,13780,12964,11/3/11,12_量販超市,一般消費,1200,國內
14090,10102,6256,11/4/11,06_公用事業,一般消費,4389,國內
14091,10745,106,11/4/11,13_交通(含加值),一般消費,500,國內
14094,11921,17157,11/4/11,13_交通(含加值),一般消費,268,國內
14099,12754,3405,11/4/11,13_交通(含加值),一般消費,817,國內
14101,12820,1896,11/4/11,13_交通(含加值),一般消費,500,國內
14102,12820,1896,11/4/11,13_交通(含加值),一般消費,500,國內
14104,13327,605,11/4/11,06_公用事業,一般消費,340,國內
14114,1431,5287,11/7/11,X2.中信錢加值,一般消費,500,國內
14117,6847,5287,11/7/11,09_餐飲,一般消費,1801,國內
14122,8088,15580,11/7/11,11_3C居家電信,一般消費,660,國內
14131,9387,16756,11/7/11,15_休閒文化,一般消費,90,國外
14134,10205,13546,11/7/11,12_量販超市,一般消費,594,國內
14136,10646,19639,11/7/11,11_3C居家電信,一般消費,746,國內
14137,10646,19639,11/7/11,13_交通(含加值),一般消費,943,國內
14138,10740,17190,11/7/11,03_保險,一般消費,9066,國外
14141,11130,19504,11/7/11,13_交通(含加值),一般消費,500,國內
14150,11921,17157,11/7/11,13_交通(含加值),一般消費,274,國內
14151,11976,3368,11/7/11,12_量販超市,一般消費,889,國內
14152,11976,3368,11/7/11,12_量販超市,一般消費,1483,國內
14153,12077,6118,11/7/11,10_藥妝,一般消費,2700,國內
14158,12797,19483,11/7/11,15_休閒文化,一般消費,450,國內
14161,12989,3044,11/7/11,06_公用事業,一般消費,10,國內
14162,12989,3044,11/7/11,06_公用事業,一般消費,10,國內
14163,12989,3044,11/7/11,06_公用事業,一般消費,10,國內
14164,12989,3044,11/7/11,06_公用事業,一般消費,20,國內
14165,12989,3044,11/7/11,06_公用事業,一般消費,30,國內
14166,12989,3044,11/7/11,12_量販超市,一般消費,2039,國內
14169,13320,4874,11/7/11,11_3C居家電信,一般消費,387,國內
14170,13327,605,11/7/11,06_公用事業,一般消費,10,國內
14171,13327,605,11/7/11,06_公用事業,一般消費,10,國內
14172,13327,605,11/7/11,06_公用事業,一般消費,40,國內
14173,13327,605,11/7/11,06_公用事業,一般消費,120,國內
14174,13327,605,11/7/11,06_公用事業,一般消費,160,國內
14181,14229,4210,11/7/11,12_量販超市,一般消費,1611,國內
14182,14229,4210,11/7/11,12_量販超市,一般消費,10308,國內
14186,15180,920,11/7/11,13_交通(含加值),一般消費,2317,國內
14188,15250,6527,11/7/11,12_量販超市,一般消費,844,國內
14209,6448,15195,11/8/11,08_精品,一般消費,1793,國內
14214,7016,861,11/8/11,14_旅遊,一般消費,17570,國外
14218,9338,10195,11/8/11,05_捐贈,一般消費,300,國內
14219,9387,16756,11/8/11,15_休閒文化,一般消費,30,國外
14220,10102,6256,11/8/11,06_公用事業,一般消費,650,國內
14222,10646,19639,11/8/11,06_公用事業,一般消費,1062,國內
14226,10976,2955,11/8/11,13_交通(含加值),一般消費,1570,國內
14236,12989,3044,11/8/11,06_公用事業,一般消費,10,國內
14237,12989,3044,11/8/11,06_公用事業,一般消費,10,國內
14239,13327,605,11/8/11,06_公用事業,一般消費,10,國內
14240,13327,605,11/8/11,06_公用事業,一般消費,40,國內
14241,13327,605,11/8/11,06_公用事業,一般消費,160,國內
14245,15250,6527,11/8/11,12_量販超市,一般消費,391,國內
14253,17706,10121,11/8/11,03_保險,一般消費,176,國內
14260,6448,15195,11/9/11,03_保險,一般消費,999,國內
14263,6826,13687,11/9/11,12_量販超市,一般消費,1812,國內
14264,6826,13687,11/9/11,02_學費/教育,一般消費,7200,國內
14277,12077,6118,11/9/11,09_餐飲,一般消費,702,國內
14281,12797,19483,11/9/11,07_百貨,一般消費,2361,國內
14282,12989,3044,11/9/11,06_公用事業,一般消費,10,國內
14283,12989,3044,11/9/11,06_公用事業,一般消費,20,國內
14284,12989,3044,11/9/11,06_公用事業,一般消費,20,國內
14285,12989,3044,11/9/11,13_交通(含加值),一般消費,494,國內
14286,13013,16697,11/9/11,12_量販超市,一般消費,799,國內
14287,13013,16697,11/9/11,12_量販超市,一般消費,4716,國內
14288,13320,4874,11/9/11,11_3C居家電信,一般消費,458,國內
14289,13327,605,11/9/11,06_公用事業,一般消費,20,國內
14290,13327,605,11/9/11,06_公用事業,一般消費,160,國內
14303,17706,10121,11/9/11,13_交通(含加值),一般消費,500,國內
14307,1431,5287,11/10/11,07_百貨,一般消費,999,國內
14312,6826,13687,11/10/11,13_交通(含加值),一般消費,700,國內
14315,7582,13546,11/10/11,03_保險,一般消費,1279,國內
14320,9691,9209,11/10/11,11_3C居家電信,一般消費,428,國內
14337,13327,605,11/10/11,06_公用事業,一般消費,20,國內
14338,13327,605,11/10/11,06_公用事業,一般消費,120,國內
14339,13513,9125,11/10/11,11_3C居家電信,一般消費,245,國內
14345,15130,5978,11/10/11,13_交通(含加值),一般消費,160,國內
14350,17495,13863,11/10/11,11_3C居家電信,一般消費,1234,國內
14355,1431,5287,11/11/11,07_百貨,一般消費,1187,國內
14367,8905,89,11/11/11,13_交通(含加值),一般消費,1619,國內
14369,9387,16756,11/11/11,15_休閒文化,一般消費,30,國外
14391,14438,4819,11/11/11,13_交通(含加值),一般消費,988,國內
14393,14636,13687,11/11/11,13_交通(含加值),一般消費,700,國內
14394,14636,13687,11/11/11,13_交通(含加值),一般消費,1000,國內
14398,17660,2762,11/11/11,12_量販超市,一般消費,832,國內
14400,41,2027,11/14/11,12_量販超市,一般消費,1200,國內
14401,41,2027,11/14/11,12_量販超市,一般消費,2104,國內
14415,9387,16756,11/14/11,15_休閒文化,一般消費,30,國外
14418,10102,6256,11/14/11,06_公用事業,一般消費,544,國內
14422,11130,19504,11/14/11,07_百貨,一般消費,1295,國內
14430,12077,6118,11/14/11,13_交通(含加值),一般消費,1735,國內
14433,12125,17260,11/14/11,12_量販超市,一般消費,967,國內
14437,12596,4493,11/14/11,13_交通(含加值),一般消費,1515,國內
14441,12989,3044,11/14/11,06_公用事業,一般消費,10,國內
14442,12989,3044,11/14/11,06_公用事業,一般消費,10,國內
14443,12989,3044,11/14/11,06_公用事業,一般消費,10,國內
14444,12989,3044,11/14/11,06_公用事業,一般消費,20,國內
14448,13327,605,11/14/11,06_公用事業,一般消費,10,國內
14449,13327,605,11/14/11,06_公用事業,一般消費,10,國內
14450,13327,605,11/14/11,06_公用事業,一般消費,15,國內
14451,13327,605,11/14/11,06_公用事業,一般消費,20,國內
14452,13327,605,11/14/11,06_公用事業,一般消費,70,國內
14453,13327,605,11/14/11,06_公用事業,一般消費,90,國內
14454,13327,605,11/14/11,06_公用事業,一般消費,160,國內
14460,14229,4210,11/14/11,12_量販超市,一般消費,2975,國內
14462,14554,89,11/14/11,12_量販超市,一般消費,706,國內
14466,15489,12967,11/14/11,12_量販超市,一般消費,6528,國內
14484,17549,5969,11/14/11,12_量販超市,一般消費,265,國內
14489,18174,1747,11/14/11,03_保險,一般消費,1197,國內
14490,18653,9051,11/14/11,11_3C居家電信,一般消費,6570,國內
14507,12077,6118,11/15/11,09_餐飲,一般消費,5247,國內
14509,12596,4493,11/15/11,13_交通(含加值),一般消費,1091,國內
14511,12989,3044,11/15/11,06_公用事業,一般消費,20,國內
14530,6448,15195,11/16/11,07_百貨,一般消費,1927,國內
14531,6448,15195,11/16/11,11_3C居家電信,一般消費,26000,國內
14534,6826,13687,11/16/11,12_量販超市,一般消費,1880,國內
14536,6863,5425,11/16/11,11_3C居家電信,一般消費,1326,國內
14550,10646,19639,11/16/11,09_餐飲,一般消費,717,國內
14551,10646,19639,11/16/11,12_量販超市,一般消費,1110,國內
14560,12077,6118,11/16/11,10_藥妝,一般消費,2974,國內
14565,12989,3044,11/16/11,06_公用事業,一般消費,20,國內
14566,13013,16697,11/16/11,12_量販超市,一般消費,9000,國內
14567,13327,605,11/16/11,06_公用事業,一般消費,80,國內
14574,15250,6527,11/16/11,10_藥妝,一般消費,335,國內
14580,17200,15353,11/16/11,11_3C居家電信,一般消費,1600,國內
14599,12754,3405,11/17/11,13_交通(含加值),一般消費,857,國內
14603,13013,16697,11/17/11,14_旅遊,一般消費,2730,國內
14606,14411,1314,11/17/11,16_無店舖,分期消費,1480,國內
14618,1431,5287,11/18/11,09_餐飲,一般消費,515,國內
14626,9387,16756,11/18/11,11_3C居家電信,一般消費,183,國內
14627,9387,16756,11/18/11,11_3C居家電信,一般消費,1013,國內
14628,9387,16756,11/18/11,11_3C居家電信,一般消費,1362,國內
14635,12820,1896,11/18/11,13_交通(含加值),一般消費,500,國內
14636,12820,1896,11/18/11,13_交通(含加值),一般消費,500,國內
14639,13327,605,11/18/11,06_公用事業,一般消費,15,國內
14640,13327,605,11/18/11,06_公用事業,一般消費,105,國內
14643,15130,5978,11/18/11,13_交通(含加值),一般消費,125,國內
14647,15250,6527,11/18/11,07_百貨,一般消費,500,國內
14648,15250,6527,11/18/11,07_百貨,一般消費,580,國內
14649,15250,6527,11/18/11,12_量販超市,一般消費,1238,國內
14657,16711,5196,11/18/11,12_量販超市,一般消費,1471,國內
14663,1431,5287,11/21/11,X2.中信錢加值,一般消費,500,國內
14664,1431,5287,11/21/11,15_休閒文化,一般消費,800,國內
14673,8006,867,11/21/11,10_藥妝,一般消費,252,國內
14674,8006,867,11/21/11,10_藥妝,一般消費,1004,國內
14675,8485,773,11/21/11,12_量販超市,一般消費,4429,國內
14676,8775,10195,11/21/11,09_餐飲,一般消費,1276,國內
14683,10646,19639,11/21/11,13_交通(含加值),一般消費,1496,國內
14684,11130,19504,11/21/11,13_交通(含加值),一般消費,500,國內
14690,12077,6118,11/21/11,13_交通(含加值),一般消費,1625,國內
14697,12797,19483,11/21/11,10_藥妝,一般消費,1084,國內
14700,12956,14127,11/21/11,12_量販超市,一般消費,4858,國內
14701,12989,3044,11/21/11,06_公用事業,一般消費,20,國內
14702,12989,3044,11/21/11,06_公用事業,一般消費,30,國內
14705,13327,605,11/21/11,06_公用事業,一般消費,10,國內
14706,13327,605,11/21/11,06_公用事業,一般消費,20,國內
14707,13327,605,11/21/11,06_公用事業,一般消費,60,國內
14708,13327,605,11/21/11,06_公用事業,一般消費,90,國內
14709,13327,605,11/21/11,06_公用事業,一般消費,160,國內
14710,13327,605,11/21/11,06_公用事業,一般消費,280,國內
14714,13780,12964,11/21/11,12_量販超市,一般消費,6005,國內
14718,14229,4210,11/21/11,12_量販超市,一般消費,25,國內
14719,14229,4210,11/21/11,12_量販超市,一般消費,1437,國內
14720,14636,13687,11/21/11,13_交通(含加值),一般消費,1000,國內
14725,15489,12967,11/21/11,12_量販超市,一般消費,1515,國內
14726,15489,12967,11/21/11,12_量販超市,一般消費,3518,國內
14730,16223,16848,11/21/11,12_量販超市,一般消費,3103,國內
14743,17549,5969,11/21/11,13_交通(含加值),一般消費,1189,國內
14745,17681,7327,11/21/11,12_量販超市,一般消費,649,國內
14746,17681,7327,11/21/11,12_量販超市,一般消費,4480,國內
14773,6735,9988,11/22/11,07_百貨,一般消費,3800,國內
14774,6735,9988,11/22/11,07_百貨,一般消費,5340,國內
14775,6863,5425,11/22/11,11_3C居家電信,一般消費,327,國內
14776,6863,5425,11/22/11,12_量販超市,一般消費,350,國內
14778,7051,16697,11/22/11,12_量販超市,一般消費,171,國內
14779,7051,16697,11/22/11,12_量販超市,一般消費,391,國內
14781,8006,867,11/22/11,11_3C居家電信,一般消費,249,國內
14788,9387,16756,11/22/11,11_3C居家電信,一般消費,31,國外
14794,10976,2955,11/22/11,13_交通(含加值),一般消費,1535,國內
14799,12989,3044,11/22/11,06_公用事業,一般消費,20,國內
14811,17332,1467,11/22/11,12_量販超市,一般消費,3144,國內
14813,17549,5969,11/22/11,11_3C居家電信,一般消費,5180,國內
14814,17706,10121,11/22/11,03_保險,一般消費,826,國內
14815,17706,10121,11/22/11,03_保險,一般消費,1404,國內
14817,18174,1747,11/22/11,03_保險,一般消費,1008,國內
14820,18375,1250,11/22/11,12_量販超市,一般消費,562,國內
14825,1431,5287,11/23/11,09_餐飲,一般消費,12699,國內
14830,6448,15195,11/23/11,09_餐飲,一般消費,1122,國內
14832,6826,13687,11/23/11,12_量販超市,一般消費,2450,國內
14853,11167,14466,11/23/11,07_百貨,一般消費,8800,國內
14868,12797,19483,11/23/11,07_百貨,分期消費,4072,國內
14869,12989,3044,11/23/11,06_公用事業,一般消費,10,國內
14870,13327,605,11/23/11,06_公用事業,一般消費,30,國內
14876,15180,920,11/23/11,13_交通(含加值),一般消費,2486,國內
14878,15250,6527,11/23/11,12_量販超市,一般消費,1636,國內
14879,15489,12967,11/23/11,08_精品,一般消費,30000,國內
14891,18415,19239,11/23/11,13_交通(含加值),一般消費,560,國內
14904,10102,6256,11/24/11,14_旅遊,一般消費,19800,國內
14915,11774,8032,11/24/11,13_交通(含加值),一般消費,500,國內
14917,12797,19483,11/24/11,07_百貨,一般消費,1248,國內
14925,17706,10121,11/24/11,16_無店舖,一般消費,1220,國內
14927,18375,1250,11/24/11,02_學費/教育,一般消費,38900,國內
14931,1431,5287,11/25/11,07_百貨,一般消費,689,國內
14934,6448,15195,11/25/11,08_精品,一般消費,1580,國內
14935,6448,15195,11/25/11,08_精品,一般消費,5360,國內
14938,6826,13687,11/25/11,11_3C居家電信,一般消費,1782,國內
14944,8808,261,11/25/11,13_交通(含加值),一般消費,1379,國內
14947,9387,16756,11/25/11,15_休閒文化,一般消費,30,國外
14949,9592,7250,11/25/11,12_量販超市,一般消費,595,國內
14950,9625,4028,11/25/11,11_3C居家電信,一般消費,208,國內
14959,10740,17190,11/25/11,11_3C居家電信,一般消費,206,國內
14960,10740,17190,11/25/11,11_3C居家電信,一般消費,383,國內
14961,10740,17190,11/25/11,11_3C居家電信,一般消費,405,國內
14962,10740,17190,11/25/11,11_3C居家電信,一般消費,571,國內
14963,10745,106,11/25/11,13_交通(含加值),一般消費,500,國內
14968,11921,17157,11/25/11,13_交通(含加值),一般消費,500,國內
14969,11921,17157,11/25/11,13_交通(含加值),一般消費,1291,國內
14978,12596,4493,11/25/11,13_交通(含加值),一般消費,1470,國內
14981,12820,1896,11/25/11,13_交通(含加值),一般消費,500,國內
14982,12820,1896,11/25/11,13_交通(含加值),一般消費,500,國內
14984,13327,605,11/25/11,06_公用事業,一般消費,15,國內
14985,13327,605,11/25/11,06_公用事業,一般消費,15,國內
14986,13327,605,11/25/11,06_公用事業,一般消費,30,國內
14987,13327,605,11/25/11,06_公用事業,一般消費,75,國內
14988,14411,1314,11/25/11,16_無店舖,分期消費,750,國內
14989,14438,4819,11/25/11,13_交通(含加值),一般消費,95,國內
14993,15473,6161,11/25/11,12_量販超市,一般消費,25,國內
14994,15473,6161,11/25/11,15_休閒文化,一般消費,99,國內
14995,15489,12967,11/25/11,12_量販超市,一般消費,1817,國內
15001,17495,13863,11/25/11,11_3C居家電信,一般消費,954,國內
15002,17706,10121,11/25/11,15_休閒文化,一般消費,804,國內
15008,7051,16697,11/28/11,09_餐飲,一般消費,306,國內
15009,7264,15649,11/28/11,07_百貨,一般消費,848,國內
15011,8905,89,11/28/11,13_交通(含加值),一般消費,1553,國內
15014,10102,6256,11/28/11,06_公用事業,一般消費,188,國內
15015,10102,6256,11/28/11,06_公用事業,一般消費,1311,國內
15020,11130,19504,11/28/11,13_交通(含加值),一般消費,550,國內
15026,11774,8032,11/28/11,15_休閒文化,一般消費,55,國外
